#	3989092	3989571	-	29805849	29806328	-	A	
3989092	3989571	29805849	29806328
#	30848258	30850808	-	31740708	31743289	-	A	
30848258	30850808	31740708	31743289
#	39350536	39352324	-	31912071	31913783	-	A	
39350536	39352324	31912071	31913783
#	43899132	43899628	-	29901734	29902224	-	A	
43899132	43899628	29901734	29902224
#	43972755	43976817	-	31529771	31533834	-	A	
43972755	43976817	31529771	31533834
#	62553563	62554504	-	31748611	31749555	-	A	
62553563	62554504	31748611	31749555
#	62558512	62559887	-	31752862	31754259	-	A	
62558512	62559887	31752862	31754259
#	67863465	67864976	-	35795212	35796735	-	A	
67863465	67864976	35795212	35796735
