#	60571550	68771608	-	1046	2318548	
60571550	60574717	1046	4224
68362518	68405161	1865278	1907792
68705892	68771608	2258356	2318548
#	117967542	117968215	-	32599231	32599903	
117967542	117968215	32599231	32599903
#	129357257	135385012	-	43760543	46918788	
129357257	129359705	43760543	43762984
129361495	129362732	43764657	43765896
129365184	129366909	43768340	43770065
129370271	129371562	43773576	43774867
129375887	129377403	43777907	43779445
129377962	129380462	43779997	43782348
135381737	135385012	46915513	46918788
#	142329463	142334852	-	60677695	60683076	
142329463	142334852	60677695	60683076
#	157358748	157365519	-	65653398	65660191	
157358748	157365519	65653398	65660191
