#	2788880	2794612	-	74144713	74150378	
2788880	2793394	74150378	74145868
2793612	2794612	74145731	74144713
#	2793537	2795863	-	79288490	79290833	
2793537	2795863	79290833	79288490
#	14166384	14172341	-	78570576	78576527	
14166384	14172341	78576527	78570576
#	30020636	30023972	-	76842440	76845687	
30020636	30023972	76845687	76842440
#	38081640	38085298	-	99750252	99753882	
38081640	38083611	99753882	99751960
38084456	38085298	99751110	99750252
#	42717534	42729560	-	77601118	77613171	
42717534	42729560	77613171	77601118
#	45667991	45678574	-	100812721	100823307	
45667991	45670745	100823307	100820554
45670830	45678574	100820469	100812721
#	48994987	48995742	-	95822692	95823447	
48994987	48995742	95823447	95822692
#	49010787	49013472	-	95804265	95807039	
49010787	49011542	95807039	95806284
49011605	49013472	95806132	95804265
#	72442632	72443168	-	7806359	7806895	
72442632	72443168	7806895	7806359
