#	20091445	20092786	-	77765035	77766413	
20091445	20092786	77765035	77766413
#	47691405	47692541	-	100151905	100153041	
47691405	47692541	100151905	100153041
#	48521058	48523293	-	77703380	77705613	
48521058	48523293	77703380	77705613
#	49313311	49314225	-	74168581	74169489	
49313311	49314225	74168581	74169489
#	50196077	50198941	-	80654567	80657324	
50196077	50196373	80654567	80654863
50196725	50198941	80655098	80657324
#	50330360	50331385	-	84596190	84597211	
50330360	50331385	84596190	84597211
#	50347073	50347588	-	84612826	84613341	
50347073	50347588	84612826	84613341
#	66158014	66159135	-	79203802	79204923	
66158014	66159135	79203802	79204923
#	115308303	115309812	-	77506135	77507629	
115308303	115309812	77506135	77507629
#	120332348	120340437	-	79195331	79203802	
120332348	120340437	79195331	79203802
#	126664946	126666099	-	80726312	80727463	
126664946	126666099	80726312	80727463
