#	3873	19086815	-	19367036	36187764	
3873	12818	36187764	36178823
27893	37380	36124312	36114767
83424	84403	36054662	36053681
84341	86793	36053277	36050886
86932	88015	36050342	36049266
88269	88927	36048666	36048006
92005	92443	36043963	36043525
94324	94904	36041114	36040535
96670	102205	36035047	36029859
111864	113450	36017202	36015615
113772	114380	36014949	36014341
186719	187903	35951039	35949856
188303	190530	35949456	35947234
218432	220930	35926451	35923929
226228	227241	35917791	35916777
230813	249955	35914427	35893556
254948	255582	35886828	35886194
606318	608019	35481876	35480168
636996	639107	35437552	35435441
639106	641188	35435417	35433411
666412	678650	35408249	35396010
682220	683320	35392543	35391422
684105	725686	35390014	35348379
777407	786502	35301647	35292458
798109	802058	35292291	35288325
802607	862930	35288207	35228010
864188	865263	35223035	35221921
865474	868042	35221932	35219357
883423	888430	35218712	35213747
888866	890660	35212882	35211103
891606	895096	35210189	35206651
895296	898860	35206315	35202745
898935	899943	35202713	35201721
899981	920762	35201682	35180924
920923	925240	35180017	35175775
925285	940327	35175732	35160781
943237	952518	35160143	35150840
1034377	1035989	35056326	35054697
1036168	1038829	35054662	35051987
1183625	1184829	34980128	34979001
1184994	1191126	34978591	34972503
1191296	1207349	34972309	34957346
1207409	1225991	34957177	34939284
1237826	1247450	34939207	34928821
1257635	1260547	34910262	34907370
1260694	1272785	34907039	34894915
1273888	1303656	34894092	34865502
1328184	1336977	34837363	34828635
1336999	1337675	34827967	34827320
1338547	1338846	34826428	34826129
1338932	1339628	34826045	34825349
1339754	1359803	34825230	34805144
1414865	1420797	34804185	34798287
1420868	1453678	34798200	34765290
1469293	1470278	34746950	34745967
1470384	1478510	34745860	34737652
1580224	1653538	34669507	34592687
1653552	1654402	34592674	34591846
1654465	1656005	34591785	34590258
1872427	1872737	34356611	34356301
1872793	1904163	34355763	34325418
1904643	1909832	34324701	34319617
1930860	1936738	34306706	34300876
1963215	1968785	34280100	34274757
1974353	1994607	34253431	34233205
1996959	2005703	34231513	34222707
2006670	2007946	34221477	34220196
2008030	2009981	34220155	34218208
2010130	2010897	34218141	34217374
2011276	2012182	34217157	34216222
2012367	2013213	34216040	34215212
2013283	2017964	34215140	34210466
2109061	2124265	34040841	34025572
2124313	2130742	34025430	34018989
2130783	2133382	34018922	34016321
2133467	2134237	34016226	34015459
2134922	2141832	34014646	34007732
2141974	2150814	34007670	33998836
